Anbieter,Nettokaltmiete in €/m²,Nebenkosten in €/m²
andere Anbieter,9.5,3.5
andere Anbieter,11.29,4.52
andere Anbieter,13.64,2.73
andere Anbieter,9.98,1.2
andere Anbieter,11,2.57
andere Anbieter,8.23,1.68
andere Anbieter,12.29,2.5
andere Anbieter,15,2.52
andere Anbieter,9.67,2.48
andere Anbieter,17.87,2.64
andere Anbieter,10.33,3.28
andere Anbieter,11.47,3.39
andere Anbieter,12.29,2.64
andere Anbieter,17,3.25
andere Anbieter,22.3,3.38
andere Anbieter,9,2.54
andere Anbieter,7.78,2.42
andere Anbieter,9.81,2.58
andere Anbieter,6.31,2.8
andere Anbieter,7.87,2.15
andere Anbieter,9,2.75
andere Anbieter,13,2.45
andere Anbieter,8.8,1.51
andere Anbieter,9.62,3.94
andere Anbieter,10,4.61
andere Anbieter,7.66,1.56
andere Anbieter,7.91,2.54
andere Anbieter,9.64,3.07
andere Anbieter,9.55,2.45
andere Anbieter,7.74,2.56
andere Anbieter,15,2.32
andere Anbieter,12.75,2
andere Anbieter,11.46,4.46
andere Anbieter,16.19,2.33
andere Anbieter,14.41,1.75
andere Anbieter,10.5,1.29
andere Anbieter,9.1,1.35
andere Anbieter,13.8,2.11
andere Anbieter,11.12,1.55
andere Anbieter,10,2.5
andere Anbieter,10.06,2.55
andere Anbieter,9.04,2.67
andere Anbieter,11.45,3.49
andere Anbieter,11.82,2.74
andere Anbieter,11.98,2.5
andere Anbieter,9.36,1.91
andere Anbieter,15.04,2.39
andere Anbieter,12.75,1.75
andere Anbieter,10.13,2.71
andere Anbieter,7.97,2.72
andere Anbieter,9.25,2.98
andere Anbieter,13.29,5.69
andere Anbieter,6.16,2.37
andere Anbieter,17.47,4
andere Anbieter,10.32,2.49
andere Anbieter,8.31,2.11
andere Anbieter,12.5,2.41
andere Anbieter,12,1.92
andere Anbieter,15,4
andere Anbieter,9.41,2.09
andere Anbieter,10.97,1.94
andere Anbieter,7.42,2.35
andere Anbieter,7.09,2.58
andere Anbieter,9,2.76
andere Anbieter,11.2,2.49
andere Anbieter,14.33,3.75
andere Anbieter,8.37,3.39
andere Anbieter,8.26,3.2
andere Anbieter,8,2.71
andere Anbieter,13.58,3.31
andere Anbieter,11.12,2.61
andere Anbieter,15.36,2.1
andere Anbieter,14.93,2.55
andere Anbieter,17,3
andere Anbieter,9.49,1.81
andere Anbieter,8,2.92
andere Anbieter,9.5,2.67
andere Anbieter,10,2
andere Anbieter,9.21,3.81
andere Anbieter,15,2.65
andere Anbieter,8.41,3.42
andere Anbieter,8.5,3.81
andere Anbieter,10,2.88
andere Anbieter,7.5,2.79
andere Anbieter,7.19,2.79
andere Anbieter,10.56,3.7
andere Anbieter,11.2,1.54
andere Anbieter,20.67,3.12
andere Anbieter,13,1.73
andere Anbieter,10.14,3.49
andere Anbieter,9.68,3.56
andere Anbieter,10.19,2.15
andere Anbieter,12.7,2.51
andere Anbieter,12.11,3.8
andere Anbieter,8.96,2.28
andere Anbieter,10.24,2.57
andere Anbieter,13,2.5
andere Anbieter,9.93,2.78
andere Anbieter,15.08,2.47
andere Anbieter,7.32,4.76
andere Anbieter,12.05,2.31
andere Anbieter,9.31,2.64
andere Anbieter,9.47,3
andere Anbieter,11,1.95
andere Anbieter,16.31,2.16
andere Anbieter,8.16,3.2
andere Anbieter,11.38,2.46
andere Anbieter,7.86,3
andere Anbieter,15.15,3.94
andere Anbieter,10,2.31
andere Anbieter,13,4.47
andere Anbieter,14.52,3.15
andere Anbieter,11.03,2.59
andere Anbieter,12.55,2.14
andere Anbieter,15.68,2.21
andere Anbieter,11,3.54
andere Anbieter,13,2.93
andere Anbieter,16.67,4.33
andere Anbieter,11.99,3
andere Anbieter,12.02,3.1
andere Anbieter,9.92,2.55
andere Anbieter,12,4.59
andere Anbieter,11.36,1.67
andere Anbieter,6.67,2.98
andere Anbieter,7.15,2.88
andere Anbieter,9.39,2.77
andere Anbieter,9.93,2.56
andere Anbieter,15,2.76
andere Anbieter,11,2.8
andere Anbieter,14.98,3.27
andere Anbieter,12.48,2.38
andere Anbieter,11.4,1.4
andere Anbieter,9.5,2.46
andere Anbieter,18.69,7.03
andere Anbieter,19,2.69
andere Anbieter,9.43,2.64
andere Anbieter,14.07,2.25
andere Anbieter,16,2.8
andere Anbieter,8.17,1.51
andere Anbieter,14.04,2.23
andere Anbieter,8.49,2.77
andere Anbieter,7.87,2.53
andere Anbieter,16.46,2.9
andere Anbieter,14.07,3.19
andere Anbieter,12.73,2.18
andere Anbieter,14,2.87
andere Anbieter,8.95,2.52
andere Anbieter,9.5,2.38
andere Anbieter,8.35,2.28
andere Anbieter,15.34,5.21
andere Anbieter,12.63,2.5
andere Anbieter,13,2.5
andere Anbieter,12.58,2.9
andere Anbieter,9.44,3.95
andere Anbieter,9.25,3.91
andere Anbieter,12.9,2.2
andere Anbieter,13.5,2.34
andere Anbieter,18,2.24
andere Anbieter,11.5,2.53
andere Anbieter,11.5,2.56
andere Anbieter,13.51,2.54
andere Anbieter,12.5,2.53
andere Anbieter,9,3.05
andere Anbieter,9.39,1.77
andere Anbieter,15.5,0.99
andere Anbieter,13.59,1.18
andere Anbieter,12,3
andere Anbieter,11.44,2.35
andere Anbieter,13.24,2.44
andere Anbieter,11.2,2.96
andere Anbieter,10.21,2.7
andere Anbieter,7.75,2.09
andere Anbieter,12.7,2.56
andere Anbieter,17.07,3.09
andere Anbieter,12.86,3.43
andere Anbieter,10,3
andere Anbieter,12.54,1.9
andere Anbieter,7.3,2.4
andere Anbieter,17.78,4.17
andere Anbieter,14.5,1.81
andere Anbieter,18.39,2.87
andere Anbieter,10,2.43
andere Anbieter,7.15,3.1
andere Anbieter,14.03,3
andere Anbieter,11.84,4.17
andere Anbieter,15,2.26
andere Anbieter,9.19,3.32
andere Anbieter,5.92,2.4
andere Anbieter,9.75,2.21
andere Anbieter,11,2.38
andere Anbieter,11,1.64
andere Anbieter,13.5,3.45
andere Anbieter,12.35,2.9
andere Anbieter,18.39,2.87
andere Anbieter,10.44,1.89
andere Anbieter,9.68,3.39
andere Anbieter,20,3.25
andere Anbieter,15,3.2
andere Anbieter,12.35,2.9
andere Anbieter,10.98,1.54
andere Anbieter,10.93,1.96
andere Anbieter,15.71,4.29
andere Anbieter,14.32,1.49
andere Anbieter,6.7,3.11
andere Anbieter,21.33,8.33
andere Anbieter,11.55,3.48
andere Anbieter,15.78,2.03
andere Anbieter,10.31,1.96
andere Anbieter,13.2,2.33
andere Anbieter,8.73,2.06
andere Anbieter,11.25,2.17
andere Anbieter,10.46,2.65
andere Anbieter,13.06,2.92
andere Anbieter,8.87,2.36
andere Anbieter,10.34,2.51
andere Anbieter,10.16,1.47
andere Anbieter,15.18,1
andere Anbieter,12,2.3
andere Anbieter,12.5,2.51
andere Anbieter,9.57,2.13
andere Anbieter,11,2.57
andere Anbieter,9.22,1.15
andere Anbieter,10.81,2.49
andere Anbieter,12.5,2.8
andere Anbieter,12.13,2.67
andere Anbieter,8.73,3.33
andere Anbieter,11.3,2.69
andere Anbieter,13.84,2.38
andere Anbieter,15.33,2.27
andere Anbieter,13.75,2.25
andere Anbieter,16.37,3.01
andere Anbieter,17.57,3
andere Anbieter,17.83,3
andere Anbieter,17.77,3.02
andere Anbieter,10.29,2.51
andere Anbieter,13.48,2.52
andere Anbieter,10.12,3.72
andere Anbieter,10.7,2.01
andere Anbieter,9.29,3.1
andere Anbieter,8.73,1.04
andere Anbieter,12.01,2.01
andere Anbieter,12.54,1.83
andere Anbieter,11.27,2.14
andere Anbieter,12,2.12
andere Anbieter,8.48,2.85
andere Anbieter,14.68,2.57
andere Anbieter,11.34,2.2
andere Anbieter,11.35,1.95
andere Anbieter,12.44,2.26
andere Anbieter,9.5,2.87
andere Anbieter,8.22,2.7
andere Anbieter,13.5,3.88
andere Anbieter,8.5,3.2
andere Anbieter,13,2.02
andere Anbieter,9.27,2.38
andere Anbieter,20,7.13
andere Anbieter,10,3.06
andere Anbieter,13,3.08
andere Anbieter,12.5,2.63
andere Anbieter,8,2.8
andere Anbieter,10.22,3.86
andere Anbieter,11.03,2.79
andere Anbieter,9.73,2.58
andere Anbieter,12.52,2.53
andere Anbieter,9.97,2.91
andere Anbieter,9.45,1.54
andere Anbieter,11.44,1.49
andere Anbieter,6.3,2.8
andere Anbieter,12.02,3.74
andere Anbieter,9.1,3.01
andere Anbieter,11.98,1.98
andere Anbieter,18.44,3.15
andere Anbieter,10.45,1.91
andere Anbieter,10.59,2.12
andere Anbieter,10.46,3
andere Anbieter,10,2.18
andere Anbieter,10.52,2.16
andere Anbieter,21.9,1.71
andere Anbieter,7.5,2.72
andere Anbieter,9.62,2.17
andere Anbieter,20.08,2.55
andere Anbieter,19.1,2.53
andere Anbieter,9.92,4.17
andere Anbieter,19.99,2.66
andere Anbieter,8.31,2.46
andere Anbieter,10,3
andere Anbieter,10.93,3.44
andere Anbieter,8.02,2.07
andere Anbieter,6.22,4.48
andere Anbieter,15,2.47
andere Anbieter,7.98,2.79
andere Anbieter,8,2.77
andere Anbieter,12.14,2.14
andere Anbieter,8,2.62
andere Anbieter,7.76,2.62
andere Anbieter,9.53,2.71
andere Anbieter,18,2.95
andere Anbieter,15,2.27
andere Anbieter,8.75,1.99
andere Anbieter,9.55,2.77
andere Anbieter,8.75,1.53
andere Anbieter,10.06,2.56
andere Anbieter,6.36,2.25
andere Anbieter,10.02,3.15
andere Anbieter,14,2.77
andere Anbieter,16.78,2.97
andere Anbieter,23.98,2.54
andere Anbieter,10,2.56
andere Anbieter,9.11,2.77
andere Anbieter,13.1,1.11
andere Anbieter,13.73,1.38
andere Anbieter,15,2.68
andere Anbieter,9.5,2.41
andere Anbieter,11.72,2.66
andere Anbieter,17.37,2.88
andere Anbieter,8.31,2.46
andere Anbieter,12.06,2.38
andere Anbieter,13.21,4.82
andere Anbieter,15.01,2.52
andere Anbieter,11,1.22
andere Anbieter,8.8,2.79
andere Anbieter,14,2.26
andere Anbieter,14.01,2.08
andere Anbieter,11.85,2.97
andere Anbieter,10.56,2
andere Anbieter,13.13,1.76
andere Anbieter,9.56,2.42
andere Anbieter,21.44,4.51
andere Anbieter,8.69,4.21
andere Anbieter,10.19,2.32
andere Anbieter,8.53,3.45
andere Anbieter,12.81,2.28
andere Anbieter,13.17,2.93
andere Anbieter,23.05,2.34
andere Anbieter,13.18,3.27
andere Anbieter,8,3.17
andere Anbieter,7.83,1.72
andere Anbieter,5.63,3.06
andere Anbieter,14,2.26
andere Anbieter,15.85,2.98
andere Anbieter,8.7,1.04
andere Anbieter,18,2.5
andere Anbieter,13.83,2.84
andere Anbieter,9.51,3.1
andere Anbieter,8.44,2.26
andere Anbieter,13,1.8
andere Anbieter,10.99,1.51
andere Anbieter,12,2.16
andere Anbieter,12.61,2.61
andere Anbieter,13,2.65
andere Anbieter,12.5,2.31
andere Anbieter,16,2.5
andere Anbieter,11.16,2.41
andere Anbieter,9.41,3.84
andere Anbieter,10,2.37
andere Anbieter,9.79,3.07
andere Anbieter,16.5,2.19
andere Anbieter,16.67,3
andere Anbieter,13.25,1.79
andere Anbieter,16.44,2.13
andere Anbieter,9.67,2.54
andere Anbieter,7.91,1.6
andere Anbieter,13,1.77
andere Anbieter,13,1.67
andere Anbieter,16.48,4.51
andere Anbieter,17.09,4.52
andere Anbieter,15.64,4.5
andere Anbieter,6.49,2.98
andere Anbieter,8.77,1.52
andere Anbieter,9.85,1.89
andere Anbieter,12.07,2.07
andere Anbieter,15.11,3.09
andere Anbieter,20,3
andere Anbieter,14.55,2.45
andere Anbieter,7.76,1.03
andere Anbieter,21.9,1.71
andere Anbieter,18.22,3.41
andere Anbieter,14.01,1.56
andere Anbieter,9,3.35
andere Anbieter,17,1.97
andere Anbieter,13,3.15
andere Anbieter,8.9,2.69
andere Anbieter,9.94,2.64
andere Anbieter,9,3.35
andere Anbieter,13.2,2.92
andere Anbieter,10.15,4.81
andere Anbieter,9.01,3.52
andere Anbieter,10.93,3.08
andere Anbieter,10.41,2.91
andere Anbieter,10.78,2.55
andere Anbieter,8.96,2.83
andere Anbieter,17.2,3.07
andere Anbieter,8.7,3.23
andere Anbieter,17,2.86
andere Anbieter,12.05,3.18
andere Anbieter,12.82,2.03
andere Anbieter,8.75,1.46
andere Anbieter,11,2.76
andere Anbieter,12.72,2.54
andere Anbieter,12,3.83
andere Anbieter,10.5,3.03
andere Anbieter,14.29,6.25
andere Anbieter,24,3.48
andere Anbieter,10,2.79
andere Anbieter,8.36,3.53
andere Anbieter,12,2.17
andere Anbieter,11.5,2.5
andere Anbieter,7.5,1
andere Anbieter,8.93,2.73
andere Anbieter,14.51,2.47
andere Anbieter,14.43,4.1
andere Anbieter,11.5,2.5
andere Anbieter,12,2.5
andere Anbieter,18,4.03
andere Anbieter,8.5,3.57
andere Anbieter,10.61,1.84
andere Anbieter,6.65,2.21
andere Anbieter,10.09,2.48
andere Anbieter,9.54,3.49
andere Anbieter,12.5,4.03
andere Anbieter,10.98,1.23
andere Anbieter,16.02,4.59
andere Anbieter,16.02,4.59
andere Anbieter,12,1.12
andere Anbieter,15.13,2.28
andere Anbieter,14.1,1.93
andere Anbieter,10.63,3
andere Anbieter,11.94,2.75
andere Anbieter,8.85,2.17
andere Anbieter,16,2.53
andere Anbieter,17,4.4
andere Anbieter,10,2.35
andere Anbieter,9.64,2.25
andere Anbieter,15.74,5.56
andere Anbieter,14.5,2.32
andere Anbieter,14.5,2.5
andere Anbieter,10.97,1.18
andere Anbieter,7.7,2.32
andere Anbieter,10.33,2.67
andere Anbieter,13.57,2.47
andere Anbieter,8.67,2.32
andere Anbieter,9.69,2.73
andere Anbieter,8.17,2.42
andere Anbieter,9.77,1.92
andere Anbieter,10.97,1.17
andere Anbieter,9.9,2.1
andere Anbieter,9,4.32
andere Anbieter,14.1,2.56
andere Anbieter,6.85,2.4
andere Anbieter,14.1,2.56
andere Anbieter,21.19,4.31
andere Anbieter,13.02,2.61
andere Anbieter,10,2.73
andere Anbieter,9.33,3.03
andere Anbieter,20,3.2
andere Anbieter,10.87,2.39
andere Anbieter,14.92,4.5
andere Anbieter,8.51,2.34
andere Anbieter,17.78,2.72
andere Anbieter,17.78,2.72
andere Anbieter,12.87,1.39
andere Anbieter,14,1.5
andere Anbieter,10.02,0.28
andere Anbieter,18.51,2.24
andere Anbieter,10.27,3.92
andere Anbieter,16.68,2.58
andere Anbieter,16.6,2.23
andere Anbieter,9.06,2.71
andere Anbieter,15,0.95
andere Anbieter,24.2,2.55
andere Anbieter,11.88,4.69
andere Anbieter,21.18,3.68
andere Anbieter,15.57,3.34
andere Anbieter,10.74,2.65
andere Anbieter,13,1.26
andere Anbieter,12.8,1.5
andere Anbieter,14,2.16
andere Anbieter,13.4,1.36
andere Anbieter,11,2.53
andere Anbieter,15,3.1
andere Anbieter,9.76,2.65
andere Anbieter,8.85,3.29
andere Anbieter,13.59,1.95
andere Anbieter,11.88,4.69
andere Anbieter,17.47,2.69
andere Anbieter,17.47,2.69
andere Anbieter,17.16,2.54
andere Anbieter,9.29,2.86
andere Anbieter,17.5,2.7
andere Anbieter,13.5,1.12
andere Anbieter,16,2.85
andere Anbieter,29.61,4.44
andere Anbieter,13.25,2.95
andere Anbieter,8.45,3.1
andere Anbieter,17.5,2.7
andere Anbieter,17.89,2.89
andere Anbieter,17.5,2.7
andere Anbieter,27.94,5.88
andere Anbieter,15.56,2.98
andere Anbieter,16.16,3.29
andere Anbieter,14.5,4.09
andere Anbieter,18.85,3
andere Anbieter,17.86,2.95
andere Anbieter,17,3
andere Anbieter,7.87,1.37
andere Anbieter,15.77,3.29
andere Anbieter,11.5,2.5
andere Anbieter,15.19,1.51
andere Anbieter,10.71,2.71
andere Anbieter,13.01,2.49
andere Anbieter,12.5,1.5
andere Anbieter,12.5,1.5
andere Anbieter,12.5,1.5
andere Anbieter,14.42,2.56
andere Anbieter,16.28,2.33
andere Anbieter,12.36,2.8
andere Anbieter,11.89,2.62
andere Anbieter,20.8,5.46
andere Anbieter,8.77,2.72
andere Anbieter,9.98,2.91
andere Anbieter,10.88,2.64
andere Anbieter,10,2.63
andere Anbieter,11.5,2.84
andere Anbieter,8.86,2.68
andere Anbieter,11,2.92
andere Anbieter,9.13,2.8
andere Anbieter,10.28,3.19
andere Anbieter,25.92,2.26
andere Anbieter,12.72,2.74
andere Anbieter,7.22,4.3
andere Anbieter,15,3
andere Anbieter,11.33,3.98
andere Anbieter,8.99,1.15
andere Anbieter,10.11,2.26
andere Anbieter,14.69,2.13
andere Anbieter,7.99,2.47
andere Anbieter,19.68,3.62
andere Anbieter,9.4,3.05
andere Anbieter,12.5,3.48
andere Anbieter,16.05,3.17
andere Anbieter,15,2.89
andere Anbieter,10.39,1.34
andere Anbieter,10.84,2.16
andere Anbieter,9.86,2.44
andere Anbieter,13.97,3.17
andere Anbieter,11.93,3.09
andere Anbieter,15.56,2.98
andere Anbieter,10.72,3.22
andere Anbieter,17,2.09
andere Anbieter,12,3
andere Anbieter,12.73,2.18
andere Anbieter,12.98,2.61
andere Anbieter,17.5,2.7
andere Anbieter,19.9,2.54
andere Anbieter,10.25,3.1
andere Anbieter,14.61,2.27
andere Anbieter,9.7,2.71
andere Anbieter,10.41,2.91
andere Anbieter,22,3.5
andere Anbieter,16.11,7.77
andere Anbieter,15.57,3.34
andere Anbieter,12.97,3.32
andere Anbieter,12.73,1.36
andere Anbieter,14.92,2.38
andere Anbieter,13.49,3.22
andere Anbieter,8.64,3.45
andere Anbieter,12.6,2.7
andere Anbieter,12.38,1.75
andere Anbieter,11.99,2.4
andere Anbieter,9.51,2.15
andere Anbieter,10.51,1.47
andere Anbieter,7.99,3.59
andere Anbieter,22.19,3.01
andere Anbieter,15.2,2.81
andere Anbieter,7.8,2.03
andere Anbieter,14.03,3
andere Anbieter,9.44,2.04
andere Anbieter,9.14,2
andere Anbieter,10.72,2.21
andere Anbieter,24.2,2.55
andere Anbieter,21.33,2.67
andere Anbieter,9.29,2.59
andere Anbieter,9.29,1.21
andere Anbieter,13.68,1.48
andere Anbieter,10.09,3.16
andere Anbieter,8.01,1.18
andere Anbieter,7.8,2.03
andere Anbieter,11.98,1.36
andere Anbieter,13,1.85
andere Anbieter,17.48,3.08
andere Anbieter,8.74,2.06
andere Anbieter,8.97,3.71
andere Anbieter,15.58,1.5
andere Anbieter,11.28,2.44
andere Anbieter,13,1.62
andere Anbieter,12.09,3.02
andere Anbieter,19.9,3.79
andere Anbieter,8.83,3.21
andere Anbieter,11,2.24
andere Anbieter,9.66,2.76
andere Anbieter,6.73,2.57
andere Anbieter,12,3
andere Anbieter,14.13,1.99
andere Anbieter,12.21,2.08
andere Anbieter,10.13,3.29
andere Anbieter,9.01,2.42
andere Anbieter,7.8,2.03
andere Anbieter,18.19,3
andere Anbieter,10.75,2.17
andere Anbieter,13.12,5.94
andere Anbieter,7.46,3.37
andere Anbieter,12,3
andere Anbieter,10.2,3.06
andere Anbieter,14.01,2.14
andere Anbieter,9.49,2.78
andere Anbieter,9.48,2.22
andere Anbieter,11.43,2.86
andere Anbieter,20.81,3.01
andere Anbieter,17.81,2.87
andere Anbieter,8.2,2.5
andere Anbieter,22,3
andere Anbieter,25,3.49
andere Anbieter,12.31,1.94
andere Anbieter,8.69,2.57
andere Anbieter,10.89,2.3
andere Anbieter,14.89,2.13
andere Anbieter,14,2.03
andere Anbieter,8.93,2.26
andere Anbieter,9.8,3.07
andere Anbieter,11.22,2.39
andere Anbieter,10.78,2.06
andere Anbieter,17,2.53
andere Anbieter,17,2.47
andere Anbieter,17.98,1.74
andere Anbieter,12.35,2.35
andere Anbieter,8.85,3.16
andere Anbieter,20.86,3.83
andere Anbieter,12.5,2.78
andere Anbieter,12.04,3.2
andere Anbieter,7.07,3.14
andere Anbieter,16.94,3.06
andere Anbieter,16.94,3.06
andere Anbieter,11.76,2.55
andere Anbieter,9.31,2.35
andere Anbieter,8.89,2.93
andere Anbieter,13.01,5.22
andere Anbieter,12.53,2.55
andere Anbieter,8.36,3.21
andere Anbieter,13.04,2.24
andere Anbieter,8.89,2.91
andere Anbieter,13.02,2.61
andere Anbieter,9.04,3.35
andere Anbieter,15.65,4.78
andere Anbieter,8,3.5
andere Anbieter,10,2.63
andere Anbieter,8.74,1.96
andere Anbieter,7.34,3.21
andere Anbieter,8.43,2.41
andere Anbieter,8.05,3.02
andere Anbieter,8.22,2.15
andere Anbieter,13,2.16
andere Anbieter,10,3.33
andere Anbieter,6.88,3.29
andere Anbieter,9.51,3.66
andere Anbieter,10.09,2.82
andere Anbieter,15,3.65
andere Anbieter,6.7,2.5
andere Anbieter,9.81,2.79
andere Anbieter,7,2.88
andere Anbieter,9.26,3.09
andere Anbieter,7.73,2.1
andere Anbieter,8.05,2.13
andere Anbieter,10.07,2.53
andere Anbieter,10.34,2.56
andere Anbieter,8.09,2.73
andere Anbieter,9.45,2.4
andere Anbieter,9.25,2.8
andere Anbieter,13.33,2.4
andere Anbieter,13.64,3.03
andere Anbieter,12.5,1.79
andere Anbieter,10.38,2.05
andere Anbieter,16.73,2.35
andere Anbieter,24.86,3.21
andere Anbieter,9.35,2.74
andere Anbieter,9.84,3.28
andere Anbieter,15,1.67
andere Anbieter,19.83,2
andere Anbieter,10.21,2.92
andere Anbieter,12,3.33
andere Anbieter,16.78,4.24
andere Anbieter,14.71,1.73
andere Anbieter,8.21,2.08
andere Anbieter,9.67,1.15
andere Anbieter,13.57,2.28
andere Anbieter,21.25,3.67
andere Anbieter,17.16,3.92
andere Anbieter,8.53,3.18
andere Anbieter,14.5,2
andere Anbieter,14.04,2.34
andere Anbieter,12.28,2.93
andere Anbieter,15.79,1.58
andere Anbieter,13,2.96
andere Anbieter,10.98,1.88
andere Anbieter,7.58,3.12
andere Anbieter,26,8.65
andere Anbieter,8.76,2.6
andere Anbieter,10.27,3.39
andere Anbieter,9.6,2.91
andere Anbieter,21.25,8.75
andere Anbieter,7.01,2.86
andere Anbieter,7.51,2.3
andere Anbieter,11.62,4.15
andere Anbieter,10.44,2.5
andere Anbieter,9,1.46
andere Anbieter,7.2,2.81
andere Anbieter,8.49,2.26
andere Anbieter,10.92,3.13
andere Anbieter,12,2.7
andere Anbieter,10.96,2.37
andere Anbieter,10,2.6
andere Anbieter,10,2.6
andere Anbieter,12.38,2.74
andere Anbieter,14,2.78
andere Anbieter,15.96,3.9
andere Anbieter,11.72,3.12
andere Anbieter,9,2.48
andere Anbieter,7.15,3.14
andere Anbieter,12.65,2.45
andere Anbieter,11.06,3.22
andere Anbieter,9.56,2.71
andere Anbieter,12.5,2.2
andere Anbieter,9.28,2.99
andere Anbieter,10.02,1.62
andere Anbieter,9.32,2.76
andere Anbieter,13.93,2.59
andere Anbieter,13.93,2.59
andere Anbieter,11.58,3.21
andere Anbieter,18.54,3.76
andere Anbieter,18.5,3.79
andere Anbieter,18.5,3.74
andere Anbieter,11.9,5.12
andere Anbieter,10.99,2.09
andere Anbieter,15,2.88
andere Anbieter,15,2.59
andere Anbieter,9,4.29
andere Anbieter,7.2,2.73
andere Anbieter,15.95,4.17
andere Anbieter,10.57,2.5
andere Anbieter,17.75,2.56
andere Anbieter,11.67,2.08
andere Anbieter,7.4,2.15
andere Anbieter,8.83,2.67
andere Anbieter,16.44,2.55
andere Anbieter,17.5,3.21
andere Anbieter,10.55,3.45
andere Anbieter,18,3.99
andere Anbieter,9.37,2.52
andere Anbieter,15.21,3.12
andere Anbieter,10.36,2.49
andere Anbieter,14.56,2.46
andere Anbieter,15.03,2.54
andere Anbieter,8.46,3.31
andere Anbieter,12,2.06
andere Anbieter,8.51,4.07
andere Anbieter,17.39,3.91
andere Anbieter,20,3.91
andere Anbieter,18.67,1.72
andere Anbieter,14,2.1
andere Anbieter,9.77,2.19
andere Anbieter,13.5,3.5
andere Anbieter,9.84,0.79
andere Anbieter,10.5,2.57
andere Anbieter,12,2.33
andere Anbieter,13.32,2.29
andere Anbieter,10.17,2.75
andere Anbieter,14,1.2
andere Anbieter,19.9,4.7
andere Anbieter,11,2.4
andere Anbieter,14,1.61
andere Anbieter,7.27,3.34
andere Anbieter,10,3.97
andere Anbieter,18.09,3.19
andere Anbieter,9,3.17
andere Anbieter,13.33,3.33
andere Anbieter,11,2.82
andere Anbieter,9.62,2.16
andere Anbieter,10,2.15
andere Anbieter,8.37,2.1
andere Anbieter,10,2.6
andere Anbieter,14.98,3
andere Anbieter,16.21,7.49
andere Anbieter,16.48,2.52
andere Anbieter,10,2.52
andere Anbieter,8.66,3.33
andere Anbieter,17.17,2.83
andere Anbieter,9.58,2.99
andere Anbieter,13.06,3.23
andere Anbieter,22.5,5
andere Anbieter,9.48,1.19
andere Anbieter,7.15,3.18
andere Anbieter,12.51,2.51
andere Anbieter,10.72,2.1
andere Anbieter,9.63,2.67
andere Anbieter,11.85,2.37
andere Anbieter,21.74,3.26
andere Anbieter,28,6
andere Anbieter,12.5,2.14
andere Anbieter,21.12,2.11
andere Anbieter,9.62,3.09
andere Anbieter,15,1.56
andere Anbieter,15.02,2.05
andere Anbieter,13.71,1.53
andere Anbieter,26.33,8.24
andere Anbieter,15.89,2.91
andere Anbieter,10.8,3.2
andere Anbieter,12.28,3.41
andere Anbieter,18,1.8
andere Anbieter,16.35,2.4
andere Anbieter,12.44,3.05
andere Anbieter,12,1.09
andere Anbieter,14,2.52
andere Anbieter,12.24,2.52
andere Anbieter,23.06,2.56
andere Anbieter,9.18,2.35
andere Anbieter,17,2.22
andere Anbieter,8.42,2
andere Anbieter,12,1.96
andere Anbieter,13.99,2.82
andere Anbieter,11.76,4.71
andere Anbieter,18.04,2.09
andere Anbieter,12,2.11
andere Anbieter,13.91,2.66
andere Anbieter,12.34,2.99
andere Anbieter,9.18,1.3
andere Anbieter,9.08,3.05
andere Anbieter,5.42,4.16
andere Anbieter,14.42,2.88
andere Anbieter,14.81,2.96
andere Anbieter,10,2.67
andere Anbieter,5.42,3.42
andere Anbieter,12,1.66
andere Anbieter,12.2,3.38
andere Anbieter,18.87,2.76
andere Anbieter,9.59,3.78
andere Anbieter,16,3.48
andere Anbieter,6.38,1.81
andere Anbieter,10,2.42
andere Anbieter,10.27,3
andere Anbieter,16.5,2.51
andere Anbieter,15.99,2.5
andere Anbieter,10.14,2.8
andere Anbieter,11.05,3.25
andere Anbieter,11.72,2.66
andere Anbieter,14.07,2.41
andere Anbieter,14,2.5
andere Anbieter,14.21,2.42
andere Anbieter,8.9,2.54
andere Anbieter,11.89,1.23
andere Anbieter,11.97,2.42
andere Anbieter,11.46,2.27
andere Anbieter,10.29,2.57
andere Anbieter,7.8,3.2
andere Anbieter,13.25,3.4
andere Anbieter,8.57,3.64
andere Anbieter,6.51,3.9
andere Anbieter,13,2.07
andere Anbieter,13.49,2.88
andere Anbieter,13,2.5
andere Anbieter,11.54,3.42
andere Anbieter,9.69,2.99
andere Anbieter,9.76,2.79
andere Anbieter,17.53,2.09
andere Anbieter,15.22,1.67
andere Anbieter,7.46,2.37
andere Anbieter,9.5,3.02
andere Anbieter,10.82,2.24
andere Anbieter,9.89,3.88
andere Anbieter,21.21,3.48
andere Anbieter,20.54,3.57
andere Anbieter,15.57,2.5
andere Anbieter,9.27,3.82
andere Anbieter,7.8,2.87
andere Anbieter,12,2.06
andere Anbieter,18.87,2.75
andere Anbieter,7.8,3.42
andere Anbieter,8.42,3.04
andere Anbieter,8.31,1.5
andere Anbieter,14,4.4
andere Anbieter,13.59,2.81
andere Anbieter,6.86,0.98
andere Anbieter,9.92,1.76
andere Anbieter,9.75,1.95
andere Anbieter,9.19,2.37
andere Anbieter,11.03,2.62
andere Anbieter,12.22,2.15
andere Anbieter,14,2.5
andere Anbieter,10.5,2.24
andere Anbieter,9.08,3.07
